campaign_fact_id,date,campaign_key,product_key,channel_key,region_key,spend,leads_generated,impressions
4599,2022-07-18,73,71,600,400,59.3,153,4440
4600,2022-07-15,98,62,601,401,126.1,575,79966
4601,2022-07-26,55,50,600,402,60.65,572,6317
4602,2022-07-07,52,27,601,402,77.06,264,14100
4603,2022-07-24,41,89,601,402,53.19,749,93568
4604,2022-07-11,4,76,601,402,184.44,260,53547
4605,2022-07-26,65,56,600,402,185.34,304,1439
4606,2022-07-23,38,56,600,402,146.55,627,4026
4607,2022-07-08,32,44,601,402,180.24,44,82453
4608,2022-07-09,45,70,600,403,87.02,612,3774
4609,2022-07-06,43,23,600,403,153.07,472,2221
4610,2022-07-01,58,10,600,401,103.48,300,3841
4611,2022-07-05,75,92,601,400,118.83,20,46246
4612,2022-07-11,89,74,601,401,91.73,721,67280
4613,2022-07-08,100,63,601,401,104.37,519,86673
4614,2022-07-27,41,15,600,401,102.71,789,2964
4615,2022-07-29,96,60,600,400,105.67,363,5455
4616,2022-07-22,94,13,601,402,166.36,307,69038
4617,2022-07-23,17,57,600,402,99.78,771,5328
4618,2022-07-01,68,52,601,402,179.73,727,84368
4619,2022-07-22,64,9,601,402,65.12,169,19373
4620,2022-07-28,4,77,601,402,68.89,703,56006
4621,2022-07-14,3,14,601,402,62.84,827,81115
4622,2022-07-02,38,88,600,400,96.49,864,1363
4623,2022-07-25,9,99,600,403,53.48,95,3828
4624,2022-07-21,30,42,601,402,88.01,984,16912
4625,2022-07-28,74,64,601,402,66.24,875,71346
4626,2022-07-20,68,83,601,402,110.73,578,68800
4627,2022-07-28,89,85,601,402,148.71,79,70103
4628,2022-07-10,80,8,600,401,146.07,12,6789
4629,2022-07-23,10,18,600,401,153.76,358,3136
4630,2022-07-28,32,97,601,401,65.7,316,7392
4631,2022-07-04,87,82,600,402,154.35,445,3985
4632,2022-07-11,26,97,600,400,171.0,373,2303
4633,2022-07-09,79,20,601,400,124.27,755,85831
4634,2022-07-11,45,58,600,401,172.54,547,4507
4635,2022-07-21,32,50,601,400,177.77,812,1292
4636,2022-07-11,77,79,601,400,168.73,325,84187
4637,2022-07-11,95,74,600,400,101.12,342,5514
4638,2022-07-19,58,27,600,400,56.99,829,1530
4639,2022-07-06,48,41,601,402,61.56,79,93943
4640,2022-07-29,21,39,601,400,52.67,133,9697
4641,2022-07-29,28,73,601,403,172.09,167,23765
4642,2022-07-12,68,87,600,400,81.99,143,3875
4643,2022-07-01,78,56,600,402,165.83,164,4350
4644,2022-07-21,29,45,600,402,184.36,10,672
4645,2022-07-14,91,75,600,403,178.24,17,476
4646,2022-07-24,39,66,600,402,92.08,997,324
4647,2022-07-13,89,17,601,402,104.79,910,16614
4648,2022-07-17,31,38,601,402,173.06,754,31762
4649,2022-07-27,57,8,601,400,166.22,339,7416
4650,2022-07-29,63,48,600,400,175.22,970,100
4651,2022-07-26,89,7,601,400,53.36,112,82676
4652,2022-07-19,44,1,600,400,63.02,621,4059
4653,2022-07-14,27,46,600,400,184.12,987,7363
4654,2022-07-10,45,37,600,400,129.07,355,2599
4655,2022-07-06,50,31,600,402,107.23,257,2413
4656,2022-07-02,93,76,600,400,82.83,861,2659
4657,2022-07-03,71,41,600,402,128.56,420,2846
4658,2022-07-21,95,52,600,403,84.87,352,7074
4659,2022-07-29,77,70,601,400,113.65,630,69104
4660,2022-07-24,85,28,600,400,153.56,233,4553
4661,2022-07-01,20,61,601,403,180.45,131,43581
4662,2022-07-01,51,18,601,403,71.28,186,58087
4663,2022-07-26,54,25,601,403,148.73,285,81637
4664,2022-07-16,73,72,600,403,73.17,138,3471
4665,2022-07-06,20,47,601,402,122.42,570,81913
4666,2022-07-05,46,54,600,402,113.48,516,6038
4667,2022-07-27,26,86,601,402,52.29,403,22717
4668,2022-07-24,21,17,600,403,160.76,845,7718
4669,2022-07-17,12,10,600,403,183.09,366,3555
4670,2022-07-14,15,19,601,401,181.18,508,96833
4671,2022-07-11,46,93,600,401,136.61,643,4669
4672,2022-07-26,14,85,601,402,53.47,887,25022
4673,2022-07-17,31,56,601,401,90.28,688,48913
4674,2022-07-28,7,18,601,403,154.49,628,13103
4675,2022-07-19,11,11,600,401,119.46,316,1447
4676,2022-07-04,70,54,600,402,116.36,259,3947
4677,2022-07-06,78,101,600,402,166.64,677,259
4678,2022-07-21,32,55,600,400,168.54,301,4090
4679,2022-07-10,38,59,600,402,162.23,415,4063
4680,2022-07-27,91,71,600,403,144.25,563,5464
4681,2022-07-08,52,50,601,402,63.24,521,19380
4682,2022-07-16,91,46,600,401,102.63,660,1564
4683,2022-07-04,3,55,600,400,169.88,944,2583
4684,2022-07-21,34,74,600,403,64.54,113,136
4685,2022-07-10,36,94,601,400,149.03,673,30726
4686,2022-07-05,82,31,601,401,50.61,57,21351
4687,2022-07-21,7,92,600,402,142.26,933,790
4688,2022-07-07,73,53,601,402,116.39,697,95272
4689,2022-07-16,67,70,600,401,176.48,513,5474
4690,2022-07-09,42,5,600,400,117.93,72,4572
4691,2022-07-21,57,73,601,401,70.29,62,71702
4692,2022-07-02,75,62,600,400,128.59,706,2351
4693,2022-07-07,8,15,600,403,160.7,45,1368
4694,2022-07-02,26,89,601,403,179.2,489,82972
4695,2022-07-18,39,11,600,403,58.76,489,7618
4696,2022-07-03,82,94,601,403,100.59,574,74206
4697,2022-07-11,50,68,601,403,77.68,637,53085
4698,2022-07-23,97,97,600,401,169.94,889,2254
4699,2022-07-09,1,60,601,400,175.92,801,27810
4700,2022-07-03,96,67,601,400,130.11,633,5296
4701,2022-07-10,79,11,600,402,126.91,938,4753
4702,2022-07-24,87,79,600,401,94.65,379,5999
4703,2022-07-10,59,61,600,403,143.31,258,1969
4704,2022-07-09,19,85,601,400,100.33,750,74333
4705,2022-07-29,89,86,600,400,167.84,692,6624
4706,2022-07-20,69,82,601,403,66.32,667,35965
4707,2022-07-03,24,70,600,403,79.59,780,616
4708,2022-07-11,18,40,601,401,148.52,546,38391
4709,2022-07-01,94,79,600,400,91.1,17,8001
4710,2022-07-24,79,44,600,401,88.01,253,5071
4711,2022-07-14,65,2,601,402,161.37,536,52634
4712,2022-07-04,19,61,601,401,176.51,200,20088
4713,2022-07-24,79,59,600,403,88.97,989,190
4714,2022-07-14,80,61,601,402,112.58,224,61086
4715,2022-07-10,16,74,601,402,170.33,672,34483
4716,2022-07-01,82,94,600,401,168.81,783,6553
4717,2022-07-01,40,46,600,401,95.6,833,5091
4718,2022-07-01,43,38,600,402,58.91,993,2633
4719,2022-07-09,98,5,600,402,116.98,695,4963
4720,2022-07-27,75,77,601,400,79.65,145,58368
4721,2022-07-11,47,96,600,402,99.07,654,696
4722,2022-07-19,39,101,601,402,92.52,628,78104
4723,2022-07-03,55,73,601,402,160.89,109,82918
4724,2022-07-06,16,34,601,402,125.52,660,41006
4725,2022-07-24,93,8,600,402,164.01,387,615
4726,2022-07-02,11,75,601,402,55.5,942,91102
4727,2022-07-09,47,22,600,402,177.83,548,1573
4728,2022-07-28,81,85,600,403,119.78,315,3070
4729,2022-07-28,35,95,601,400,63.99,837,77115
4730,2022-07-28,14,80,601,402,50.4,852,55195
4731,2022-07-08,2,4,600,401,164.27,510,2126
4732,2022-07-11,46,11,601,403,159.44,988,72218
4733,2022-07-03,74,17,600,400,92.1,947,2489
4734,2022-07-20,44,101,600,402,95.39,930,857
4735,2022-07-15,9,17,600,400,81.34,673,1284
4736,2022-07-24,93,36,601,403,179.33,220,27637
4737,2022-07-19,78,33,600,400,140.9,716,8634
4738,2022-07-29,36,15,601,401,81.06,952,98195
4739,2022-07-06,43,78,600,402,129.78,353,662
4740,2022-07-23,27,76,601,401,111.64,119,99194
4741,2022-07-01,74,95,601,400,123.14,174,61753
4742,2022-07-23,59,20,601,402,163.13,290,7453
4743,2022-07-02,90,85,601,403,96.69,781,19769
4744,2022-07-01,98,58,601,402,70.71,222,11861
4745,2022-07-02,27,48,601,403,62.06,554,17067
4746,2022-07-09,98,23,600,400,133.31,382,5352
4747,2022-07-12,83,90,600,401,92.38,329,3794
4748,2022-07-22,68,24,601,401,114.69,109,67419
4749,2022-07-28,27,68,601,400,149.24,358,34293
4750,2022-07-29,28,5,601,400,103.41,999,76452
4751,2022-07-02,1,44,601,403,70.33,740,40216
4752,2022-07-04,13,11,600,401,114.08,671,922
4753,2022-07-17,70,77,601,403,184.17,659,43711
4754,2022-07-19,37,20,600,401,69.98,941,1882
4755,2022-07-20,100,97,600,400,95.7,592,1189
4756,2022-07-03,10,99,600,403,121.29,203,3262
4757,2022-07-05,17,85,600,401,149.04,497,3726
4758,2022-07-06,85,82,601,400,108.58,774,92385
4759,2022-07-03,24,22,600,400,160.8,893,5920
4760,2022-07-16,57,94,601,403,85.72,476,24424
4761,2022-07-25,81,45,600,402,168.64,854,3444
4762,2022-07-18,29,34,600,400,137.72,13,5200
4763,2022-07-02,46,15,600,400,165.96,431,5433
4764,2022-07-24,49,60,600,401,72.76,515,1875
4765,2022-07-06,19,39,600,400,128.26,111,3708
4766,2022-07-24,24,97,601,400,177.03,755,95175
4767,2022-07-09,35,69,600,401,96.38,778,4002
4768,2022-07-21,55,88,600,402,100.26,806,4951
4769,2022-07-29,88,61,601,402,108.45,193,22296
4770,2022-07-21,1,34,601,400,175.97,214,25098
4771,2022-07-21,74,19,600,400,177.62,727,6482
4772,2022-07-15,89,56,601,402,61.19,695,52474
4773,2022-07-11,47,2,601,403,130.51,200,20431
4774,2022-07-09,54,37,601,400,89.93,883,4366
4775,2022-07-01,17,58,601,401,146.4,591,80228
4776,2022-07-01,50,49,601,400,147.47,952,3407
4777,2022-07-28,17,87,600,403,185.02,181,2743
4778,2022-07-24,27,68,601,402,62.44,886,24713
4779,2022-07-29,8,88,601,402,99.28,898,37124
4780,2022-07-06,8,6,600,400,138.0,664,3936
4781,2022-07-20,30,69,601,401,112.45,640,25186
4782,2022-07-02,85,82,600,401,131.18,299,3509
4783,2022-07-20,63,56,601,402,165.48,353,40679
4784,2022-07-29,75,79,601,401,111.08,262,88291
4785,2022-07-10,86,84,601,403,135.41,427,6186
4786,2022-07-25,25,35,600,400,175.93,175,7456
4787,2022-07-29,12,35,600,403,65.43,516,2349
4788,2022-07-05,12,33,601,403,73.82,448,97573
4789,2022-07-27,11,84,601,400,57.63,206,83544
4790,2022-07-28,58,75,601,403,184.89,440,78923
4791,2022-07-02,90,51,601,401,64.5,141,80823
4792,2022-07-23,95,60,600,402,64.18,411,701
4793,2022-07-06,7,96,600,403,112.42,632,1335
4794,2022-07-06,17,87,600,401,169.39,310,4596
4795,2022-07-01,43,25,601,403,145.9,46,31866
4796,2022-07-26,93,67,601,403,177.1,44,96163
4797,2022-07-03,24,44,601,400,123.12,485,12698
4798,2022-07-12,9,87,600,400,163.55,244,100
4799,2022-07-16,96,24,601,400,102.47,556,20695
4800,2022-07-07,13,41,601,402,63.17,543,1094
4801,2022-07-13,11,71,600,402,67.32,438,4950
4802,2022-07-04,91,2,601,401,108.04,259,64881
4803,2022-07-18,59,9,600,401,82.02,346,9752
4804,2022-07-21,60,13,601,402,126.53,863,39144
4805,2022-07-28,32,68,601,402,111.71,106,60396
4806,2022-07-11,20,14,600,403,120.78,632,2030
4807,2022-07-04,28,45,600,402,138.25,623,7573
4808,2022-07-21,85,37,600,403,188.05,773,498
4809,2022-07-25,23,5,600,400,163.22,940,4309
4810,2022-07-01,86,12,600,400,170.94,562,1868
4811,2022-07-02,48,77,601,400,154.64,107,29837
4812,2022-07-02,42,85,600,400,147.96,412,1610
4813,2022-07-26,15,28,600,403,132.94,858,1885
4814,2022-07-08,56,82,601,403,125.88,330,89741
4815,2022-07-07,36,16,601,403,127.18,119,29821
4816,2022-07-09,34,91,600,403,158.64,13,3544
4817,2022-07-12,58,12,601,400,160.39,300,8542
4818,2022-07-14,31,78,600,402,162.86,942,3655
4819,2022-07-22,89,85,601,403,128.88,100,55004
4820,2022-07-16,46,98,600,403,94.72,736,4358
4821,2022-07-03,20,73,600,403,76.54,458,1191
4822,2022-07-16,71,24,600,400,77.6,341,4409
4823,2022-07-25,18,90,600,402,180.64,887,5634
4824,2022-07-28,30,38,600,401,154.28,586,4708
4825,2022-07-06,49,10,601,403,58.17,922,83105
4826,2022-07-01,98,82,600,402,136.81,165,278
4827,2022-07-20,34,36,600,401,89.94,636,1374
4828,2022-07-06,78,89,600,401,183.14,306,4355
4829,2022-07-08,27,99,601,400,144.17,451,56167
4830,2022-07-08,48,99,600,400,183.85,82,7395
4831,2022-07-25,84,21,601,403,94.56,928,71424
4832,2022-07-03,13,100,601,400,105.53,105,83979
4833,2022-07-08,81,10,600,403,161.98,459,2349
4834,2022-07-23,86,8,600,400,181.47,646,5052
4835,2022-07-04,95,43,601,403,50.06,80,46851
4836,2022-07-16,16,8,600,403,88.34,11,2295
4837,2022-07-22,52,34,601,401,167.11,736,38694
4838,2022-07-06,77,23,601,401,115.47,357,29729
4839,2022-07-25,22,57,601,400,76.15,661,32977
4840,2022-07-01,89,9,601,401,172.35,963,4844
4841,2022-07-15,7,63,600,400,55.39,623,3334
4842,2022-07-18,49,26,601,402,182.8,191,25185
4843,2022-07-01,27,79,600,401,180.35,20,4262
4844,2022-07-27,3,83,600,402,178.79,561,3864
4845,2022-07-29,26,19,600,402,55.66,522,805
4846,2022-07-19,87,56,601,401,159.18,118,45979
4847,2022-07-14,23,28,601,403,115.36,178,28841
4848,2022-07-02,70,79,600,400,88.44,548,100
4849,2022-07-23,13,57,601,400,110.24,344,25980
4850,2022-07-19,97,92,601,401,166.04,562,55088
4851,2022-07-06,80,34,601,400,91.12,871,37240
4852,2022-07-21,74,14,601,403,93.0,504,11929
4853,2022-07-26,50,5,601,400,62.09,750,64632
4854,2022-07-12,88,10,600,400,110.47,428,5171
4855,2022-07-25,76,94,600,403,157.83,184,3854
4856,2022-07-29,98,58,601,402,167.32,858,92936
4857,2022-07-11,27,3,601,400,105.18,476,28050
4858,2022-07-03,93,64,601,402,112.51,128,72626
4859,2022-07-22,20,20,600,401,147.82,461,751
4860,2022-07-22,85,1,601,400,59.91,129,12730
4861,2022-08-26,75,5,600,401,164.85,607,1855
4862,2022-08-19,18,35,601,402,115.17,141,23690
4863,2022-08-23,92,20,600,402,173.43,102,5120
4864,2022-08-15,34,51,600,400,163.84,716,2877
4865,2022-08-08,40,66,601,401,62.04,494,2926
4866,2022-08-15,16,91,600,402,81.17,307,4808
4867,2022-08-09,73,63,600,401,120.64,199,6221
4868,2022-08-12,50,52,600,402,80.59,237,2899
4869,2022-08-06,25,100,600,403,134.02,69,2381
4870,2022-08-20,21,9,601,402,69.96,592,55513
4871,2022-08-13,35,70,601,403,104.87,794,8997
4872,2022-08-05,81,29,600,402,141.51,805,8705
4873,2022-08-01,48,89,600,402,121.04,295,4578
4874,2022-08-21,57,62,600,401,161.42,323,2687
4875,2022-08-06,73,69,600,400,104.95,302,4283
4876,2022-08-07,17,46,601,402,162.13,812,34721
4877,2022-08-22,49,43,600,400,117.37,600,2461
4878,2022-08-23,87,52,600,402,171.1,997,2917
4879,2022-08-05,9,83,601,403,162.66,344,25194
4880,2022-08-26,97,12,601,401,102.77,601,83913
4881,2022-08-08,54,47,600,400,111.3,275,604
4882,2022-08-04,86,44,601,401,137.68,334,23441
4883,2022-08-06,95,11,601,403,176.63,677,47087
4884,2022-08-16,76,59,600,401,139.52,724,3898
4885,2022-08-06,56,38,601,402,158.68,810,90585
4886,2022-08-07,58,83,600,401,101.13,527,5194
4887,2022-08-20,19,71,601,403,76.02,808,25080
4888,2022-08-16,2,6,600,403,88.8,470,4964
4889,2022-08-28,58,85,601,403,178.85,164,67180
4890,2022-08-28,82,25,601,402,52.74,959,43745
4891,2022-08-06,14,39,600,400,94.28,46,3076
4892,2022-08-03,69,14,601,403,60.46,485,20294
4893,2022-08-08,80,81,601,401,181.6,83,19888
4894,2022-08-21,47,89,601,401,105.29,367,78569
4895,2022-08-03,1,46,601,402,157.63,842,26710
4896,2022-08-11,89,63,601,402,160.71,127,68623
4897,2022-08-01,43,11,600,401,62.18,156,2249
4898,2022-08-01,37,57,600,402,80.4,13,4489
4899,2022-08-09,9,18,600,402,119.61,828,3176
4900,2022-08-15,61,4,601,403,98.42,840,67674
4901,2022-08-14,12,93,600,401,87.77,636,1137
4902,2022-08-02,67,31,601,400,175.54,684,94686
4903,2022-08-19,23,63,601,402,145.38,557,49148
4904,2022-08-20,63,50,601,401,55.59,470,62277
4905,2022-08-17,70,9,601,403,170.33,298,55822
4906,2022-08-14,91,70,601,401,92.77,704,59004
4907,2022-08-17,71,83,601,401,76.94,107,41002
4908,2022-08-02,85,40,600,402,96.04,538,2353
4909,2022-08-17,86,58,600,400,56.77,521,208
4910,2022-08-12,69,3,601,403,113.63,766,19897
4911,2022-08-17,26,5,601,402,168.45,398,22775
4912,2022-08-29,79,44,600,402,186.7,385,728
4913,2022-08-21,92,101,600,403,133.02,316,1801
4914,2022-08-01,42,52,601,401,115.11,492,96062
4915,2022-08-21,45,16,600,402,109.62,938,7466
4916,2022-08-28,93,84,601,400,189.79,130,17151
4917,2022-08-22,54,86,601,402,62.83,901,1406
4918,2022-08-24,82,67,600,400,59.61,312,2248
4919,2022-08-29,72,87,600,402,87.06,699,4873
4920,2022-08-05,32,69,601,400,165.89,611,66190
4921,2022-08-26,83,20,601,401,163.4,415,47984
4922,2022-08-24,38,95,600,401,61.64,207,1345
4923,2022-08-12,4,10,600,403,140.56,241,1992
4924,2022-08-04,76,19,601,403,142.84,237,96551
4925,2022-08-14,86,63,601,400,80.57,347,33767
4926,2022-08-16,20,84,601,401,52.18,835,29257
4927,2022-08-23,51,3,601,403,104.02,468,52062
4928,2022-08-06,6,61,600,402,175.18,984,3924
4929,2022-08-28,25,80,600,400,100.83,303,7383
4930,2022-08-19,91,90,600,403,144.3,979,2770
4931,2022-08-28,89,2,601,402,66.3,240,73858
4932,2022-08-08,89,23,601,402,56.5,49,94770
4933,2022-08-25,92,81,601,400,59.07,909,43763
4934,2022-08-07,94,7,600,402,167.94,478,820
4935,2022-08-06,31,13,601,400,137.19,897,89895
4936,2022-08-25,52,59,601,403,130.61,593,98907
4937,2022-08-24,58,79,601,401,173.73,67,87008
4938,2022-08-08,76,22,600,402,189.16,982,1847
4939,2022-08-14,6,9,601,400,85.3,951,87873
4940,2022-08-17,98,14,601,403,164.8,890,58951
4941,2022-08-04,57,15,601,401,154.5,258,12719
4942,2022-08-08,96,64,601,403,136.65,612,53831
4943,2022-08-01,17,77,600,403,144.04,187,750
4944,2022-08-24,24,29,601,402,74.74,700,57916
4945,2022-08-13,51,9,601,403,120.29,994,56412
4946,2022-08-16,38,26,600,402,183.27,544,2035
4947,2022-08-07,24,95,600,400,129.09,821,5908
4948,2022-08-26,15,42,601,400,111.63,961,83185
4949,2022-08-07,56,16,600,403,94.7,562,4849
4950,2022-08-05,100,74,601,401,54.34,818,44696
4951,2022-08-24,36,70,601,402,51.39,741,29990
4952,2022-08-25,71,18,601,403,186.04,47,65009
4953,2022-08-23,77,42,600,402,134.71,117,167
4954,2022-08-26,42,28,601,401,144.88,51,76170
4955,2022-08-09,61,98,601,401,97.87,182,39579
4956,2022-08-22,11,6,601,402,174.43,896,31340
4957,2022-08-27,54,76,600,400,176.97,769,7495
4958,2022-08-03,11,9,600,401,142.81,53,1321
4959,2022-08-17,4,19,601,401,139.73,924,64048
4960,2022-08-06,17,97,600,402,77.78,757,723
4961,2022-08-05,3,90,600,400,94.28,741,4822
4962,2022-08-05,85,22,601,402,175.71,616,80715
4963,2022-08-07,22,57,600,403,139.46,678,7547
4964,2022-08-17,89,75,601,403,174.34,945,47158
4965,2022-08-27,72,6,601,400,167.8,106,61440
4966,2022-08-15,94,18,601,403,81.05,425,40919
4967,2022-08-27,51,13,601,403,53.1,838,84555
4968,2022-08-05,20,81,601,400,176.95,980,52902
4969,2022-08-01,80,79,600,400,119.36,298,1866
4970,2022-08-22,40,21,600,400,174.9,164,9750
4971,2022-08-08,26,63,601,402,126.31,691,25869
4972,2022-08-07,11,11,600,403,97.85,955,3305
4973,2022-08-21,92,23,600,400,106.05,473,1125
4974,2022-08-27,62,91,601,400,170.55,847,59487
4975,2022-08-04,49,84,600,400,117.06,142,2922
4976,2022-08-25,87,37,600,401,148.57,786,4016
4977,2022-08-15,50,99,601,402,170.72,821,98582
4978,2022-08-20,54,61,600,403,78.84,561,4894
4979,2022-08-09,71,27,601,403,151.26,920,10468
4980,2022-08-11,71,19,600,403,94.55,740,5418
4981,2022-08-18,96,67,601,402,88.01,785,14832
4982,2022-08-27,66,58,600,401,175.6,11,5254
4983,2022-08-28,85,23,600,400,53.25,427,3367
4984,2022-08-05,17,5,601,402,56.69,632,70750
4985,2022-08-09,19,77,601,401,51.96,909,60124
4986,2022-08-16,43,24,600,403,66.81,420,343
4987,2022-08-17,20,79,600,402,177.05,71,3123
4988,2022-08-10,88,81,600,401,53.37,53,521
4989,2022-08-21,45,39,600,402,61.36,226,6541
4990,2022-08-08,72,1,601,402,157.49,838,16040
4991,2022-08-22,45,72,601,401,83.94,212,71187
4992,2022-08-15,66,31,601,403,97.71,183,65562
4993,2022-08-28,41,25,600,403,142.46,315,8077
4994,2022-08-10,87,68,601,403,109.99,616,49867
4995,2022-08-28,18,13,601,400,126.01,911,27130
4996,2022-08-26,79,80,601,401,183.04,900,73218
4997,2022-08-29,12,47,600,400,83.11,666,751
4998,2022-08-26,96,70,601,403,111.17,315,92493
4999,2022-08-18,20,65,600,402,180.54,80,4177
5000,2022-08-24,51,99,600,400,127.53,441,2704
5001,2022-08-25,64,27,600,401,91.66,89,723
5002,2022-08-11,27,25,601,400,79.73,44,86630
5003,2022-08-23,30,15,601,400,67.76,387,67577
5004,2022-08-25,69,20,600,401,62.83,538,4651
5005,2022-08-28,14,61,601,403,94.11,805,30007
5006,2022-08-17,10,64,601,401,128.3,914,41083
5007,2022-08-05,77,23,601,403,55.05,240,24789
5008,2022-08-06,23,21,600,402,126.78,432,731
5009,2022-08-13,56,6,600,401,128.33,529,5124
5010,2022-08-12,57,47,600,401,189.64,629,6387
5011,2022-08-05,82,56,601,400,134.84,122,52957
5012,2022-08-20,32,33,601,402,79.81,392,54574
5013,2022-08-14,4,43,600,400,153.87,342,1708
5014,2022-08-25,33,98,600,401,129.73,452,3528
5015,2022-08-03,97,14,600,401,55.7,834,1476
5016,2022-08-29,35,69,600,401,53.65,732,8176
5017,2022-08-22,80,101,601,401,101.77,464,91433
5018,2022-08-10,38,4,600,401,118.22,610,215
5019,2022-08-18,98,15,600,400,87.16,662,2084
5020,2022-08-09,57,31,600,402,95.92,982,1641
5021,2022-08-20,27,76,601,403,139.74,746,36046
5022,2022-08-06,23,75,601,402,133.46,85,23086
5023,2022-08-24,70,42,601,401,80.83,477,90555
5024,2022-08-16,99,54,600,403,158.91,936,7505
5025,2022-08-14,85,87,600,400,158.24,829,483
5026,2022-08-20,50,30,601,403,119.41,114,40107
5027,2022-08-17,66,100,601,400,64.87,879,71889
5028,2022-08-06,38,15,600,403,79.58,983,6594
5029,2022-08-03,18,13,600,403,145.44,641,3347
5030,2022-08-16,49,53,601,400,68.45,657,24852
5031,2022-08-15,50,26,600,403,168.8,476,2134
5032,2022-08-19,61,29,600,402,95.52,815,8067
5033,2022-08-13,75,75,600,402,189.62,25,887
5034,2022-08-14,17,56,600,400,63.35,380,3533
5035,2022-08-22,60,79,601,403,103.54,608,15481
5036,2022-08-27,85,59,601,400,113.53,207,98984
5037,2022-08-25,79,23,600,400,147.18,380,5057
5038,2022-08-18,26,18,601,401,167.02,206,40483
5039,2022-08-21,77,59,601,402,55.85,794,98917
5040,2022-08-17,9,93,600,402,123.18,859,1977
5041,2022-08-12,72,46,600,402,168.4,621,3697
5042,2022-08-09,77,26,601,400,184.59,638,40782
5043,2022-08-13,81,43,601,400,116.94,523,26057
5044,2022-08-13,84,17,601,400,108.22,355,25126
5045,2022-08-27,97,5,601,403,122.82,668,44044
5046,2022-08-08,51,89,600,403,178.94,887,3405
5047,2022-08-08,65,36,601,402,189.34,294,70286
5048,2022-08-16,85,18,600,402,176.72,283,7500
5049,2022-08-22,58,60,601,402,146.73,429,38948
5050,2022-08-25,61,59,600,402,113.32,624,4680
5051,2022-08-02,62,98,600,400,182.54,677,2596
5052,2022-08-22,43,38,600,403,56.15,735,5274
5053,2022-08-18,90,82,600,400,177.21,610,3467
5054,2022-08-10,29,22,601,402,154.07,898,44825
5055,2022-08-23,71,74,600,402,133.3,438,1035
5056,2022-08-23,40,30,600,401,136.32,689,3451
5057,2022-08-25,77,67,601,400,184.87,92,8382
5058,2022-08-13,75,63,600,402,76.11,993,3992
5059,2022-08-05,88,28,600,403,152.91,742,2575
5060,2022-08-18,36,60,601,403,135.21,592,15078
5061,2022-08-08,91,36,600,403,55.56,480,8239
5062,2022-08-19,17,55,600,402,175.85,64,580
5063,2022-08-24,55,32,601,401,97.71,376,90793
5064,2022-08-18,100,32,601,402,108.33,493,96618
5065,2022-08-16,26,42,601,401,51.16,268,38560
5066,2022-08-27,29,56,601,401,76.41,925,72324
5067,2022-08-23,63,75,600,401,60.96,100,6777
5068,2022-08-05,65,76,601,401,72.64,197,83832
5069,2022-08-17,2,20,601,401,58.27,924,12634
5070,2022-08-21,45,74,601,401,57.7,937,9959
5071,2022-08-21,88,1,601,401,138.01,125,77047
5072,2022-08-16,18,54,600,403,167.73,572,412
5073,2022-08-12,94,6,600,401,146.92,793,4295
5074,2022-08-15,84,94,600,403,174.5,211,548
5075,2022-08-18,95,5,601,402,149.33,665,37671
5076,2022-08-06,66,55,601,400,145.44,593,37388
5077,2022-08-20,17,68,600,403,170.2,177,3135
5078,2022-08-18,51,90,600,400,62.93,843,5243
5079,2022-08-14,23,58,600,402,155.2,197,2452
5080,2022-08-24,25,11,600,401,142.18,564,3601
5081,2022-08-28,4,2,601,400,60.74,242,57595
5082,2022-08-19,69,89,600,400,96.02,291,2074
5083,2022-08-04,40,28,600,401,122.45,746,6689
5084,2022-08-08,30,38,601,402,167.36,463,33418
5085,2022-08-18,98,31,600,403,165.6,412,1424
5086,2022-08-22,65,12,600,400,85.58,562,1630
5087,2022-08-15,53,86,600,402,77.09,123,283
5088,2022-08-08,91,91,601,403,183.73,224,11129
5089,2022-08-28,97,59,600,403,90.41,933,2366
5090,2022-08-20,83,96,600,403,67.43,473,5025
5091,2022-08-13,72,59,601,401,133.45,844,89507
5092,2022-08-08,93,60,601,403,144.79,79,76417
5093,2022-08-07,38,99,600,400,67.78,808,6149
5094,2022-08-11,50,91,601,403,63.98,525,51557
5095,2022-08-24,5,52,601,403,131.36,279,93349
5096,2022-08-10,85,24,601,400,182.81,815,32045
5097,2022-08-03,62,48,601,403,123.94,318,39753
5098,2022-08-24,99,81,600,401,113.58,340,3830
5099,2022-08-15,99,82,601,402,118.83,316,44324
5100,2022-08-29,13,1,600,400,137.59,871,2828
5101,2022-08-26,77,10,601,400,140.74,430,98069
5102,2022-08-14,21,50,600,400,167.44,722,3659
5103,2022-08-26,42,43,600,402,159.24,855,6499
5104,2022-08-10,77,38,601,401,130.28,831,59061
5105,2022-08-03,56,55,601,401,109.54,583,72094
5106,2022-08-21,54,97,600,400,136.76,475,1793
5107,2022-08-17,3,79,600,403,114.54,962,2978
5108,2022-08-28,16,27,600,401,117.54,845,3050
5109,2022-08-08,54,11,601,403,127.1,719,34795
5110,2022-08-04,78,80,600,402,105.41,846,4363
5111,2022-08-05,54,95,600,403,189.85,548,2423
5112,2022-08-23,65,66,601,401,160.98,840,85262
5113,2022-08-16,27,87,601,400,176.11,389,35276
5114,2022-08-17,23,47,601,402,114.3,621,65033
5115,2022-08-24,24,7,600,403,74.44,787,530
5116,2022-08-13,91,47,600,401,53.75,754,4797
